feature_0,feature_1,feature_2,feature_3,feature_4,target
1.3930969851746609,-0.9683444548636353,-0.38159403502172495,-1.2583346392630976,-2.613270726882727,1
-0.940148520462945,1.1906462747863413,0.18684056766034626,0.37796097806297374,1.0210120505425357,0
0.6954945017358165,0.9278401280812372,0.06287339801993533,1.0610773601766177,1.3573407167599494,1
-1.3522339328773578,-1.4848979684499035,0.2006872652621299,0.08994572754161109,0.7536248844362654,0
1.0106240768621297,-0.2090232572860252,-0.007811378934420953,0.8806692227300115,0.930455753703921,1
1.0242049754272091,1.628396623128538,-0.26873229849326896,-0.8463528642460973,-1.7971428603834974,1
-1.4714638735502528,0.056649924897107164,0.20078098895718502,-0.01947175897453826,0.6351557783272456,0
0.4180468515623169,-1.0147567306928669,0.01648693196368989,0.49575123886958206,0.59204140018228,1
0.15162103782602931,0.5366527525272862,0.1872340711511492,1.3882246355790955,2.1189651560256975,1
0.8654417997260472,-0.78489831308224,0.06189178536473644,1.2113844904819706,1.517294326923555,1
0.36718748575000526,-0.3492577043184288,-0.031745232563820086,0.1272477540219646,0.03436501965733507,0
1.7611635490329003,-1.6453987469568918,-0.3893213354283112,-0.9701482970158459,-2.3256953612672007,1
0.8478070610501627,-0.6057149230033384,0.12196004326096292,1.5955829621177344,2.130696655516551,0
-1.9609002674257665,-0.9039076414647897,0.22339391109169812,-0.3204331847451108,0.38236937041513674,0
-1.5209260002562743,-0.4432822511915103,0.22650742761550788,0.10639539924017634,0.8558797918228491,0
-1.301972744907007,0.06447441481012024,0.20710043372848758,0.17909041093298841,0.8713564278173679,0
-1.7245362402368367,0.6779258713392691,0.20650053748154382,-0.21491076275993518,0.4416972652933695,0
1.168388681769843,-1.3471262895296965,0.004844285723434509,1.110651987128628,1.2214754600636082,1
-1.5267730181179573,-0.03722223650984159,0.013308480137617066,-1.320395746879223,-1.3898216885108265,0
0.8211206644069245,-0.5816809139486437,-0.07564869762508135,0.2534979845374874,0.027905584700468777,1
-2.6883164011130987,-0.4937565831613125,0.03597469479621898,-2.2413177608946553,-2.315416864427805,0
0.5950412981785543,0.28257995048829965,0.04218692568981092,0.8304484122090946,1.0393692587385823,1
-0.37959043861125297,-0.2246331499970246,0.19018645591078928,0.9176306700447708,1.6177739143187293,1
1.9338139647293113,-0.8874921778021001,-0.1318230884451171,0.9059356101003427,0.5525259540153907,1
-1.1923179401966848,0.4940301862827388,0.005242729019648536,-1.065487309303281,-1.1394766275838306,0
-0.9558594250132549,-0.6237689606958051,0.010228467230126683,-0.8140099185382831,-0.8501946487860613,0
-0.3600051931598124,-0.17495975669540864,0.17031033839389575,0.8031928950200522,1.4285797327106096,0
-0.2089959973343971,0.33088023221445706,-0.05672407323493516,-0.5710699000336722,-0.8053248733657001,1
1.4440934311411497,0.5863640187550933,-0.07800032544600732,0.8127875541681169,0.6273418518381009,1
-2.6001350587343715,0.26739231407190295,0.2543612260342899,-0.7039512386004018,0.06727365160834387,0
-1.4303920907520797,-0.015309849172995557,0.21366972279467863,0.1043641472258523,0.8117122073089031,0
0.6765956133714324,-1.0962750868952018,-0.030760615178826542,0.4193779970774854,0.3546982375706478,1
0.9963622441989476,0.5583269125217224,-0.12364054402884968,0.09527479691437821,-0.3007206642423358,1
2.3452419649139937,0.12522450264790727,-0.5300532072733101,-1.3693353012472909,-3.2190332971608977,1
-1.1171877388957503,0.9163276747024814,0.007311304325745455,-0.9823553122251284,-1.042473180631539,0
-1.0550395660941754,-0.19634984908497827,-0.001431043522631997,-0.9832812647692253,-1.0720544401679153,0
-1.9107015701029038,1.2130976999791834,0.2331005535541464,-0.20938862712549625,0.5346391627683378,0
2.046836005286697,-0.15005558703252717,-0.3429928547197797,-0.3976177428459491,-1.5527649865473028,1
0.04876179481827081,-0.48791140814570266,0.15075477055024802,1.0500844659544564,1.6326655145569107,0
1.721530507760632,-0.7567950885694608,-0.12941274074577866,0.7260800114628856,0.365166837543056,1
2.306036407618824,-1.4400508825942944,-0.33868301416765756,-0.12965710634998914,-1.2477993326804024,1
1.0413271109587365,2.165002344901084,-0.007363797852646747,0.9119903653225963,0.9659186579231703,1
1.1145990255628728,-0.8505204542092998,0.017317669146099505,1.1441671341798938,1.2986287548760387,1
0.5351099347542713,0.5078357562896237,0.08501550538918648,1.0606728283247395,1.4292774988843935,1
-0.5135486891566603,-0.3216350512173826,-0.004994765673716286,-0.5072757855996921,-0.5669871416392296,0
-0.6015218325270004,0.9567023167945841,0.16908554383434282,0.5721213118607005,1.1737421737914822,0
0.8630422186343736,-0.12982069973342616,-0.23815312223311727,-0.7912257886975826,-1.637346858816628,1
0.3465860416056856,0.4190190093660452,0.02166594162409984,0.46432543515163505,0.5748565221758319,1
-1.8036417566988965,1.4711703274936085,0.20973736469761667,-0.26634069435070395,0.3964489861575654,0
-1.1472946255053775,0.14171691363990474,0.2014782127808213,0.28436609548484343,0.9672585023844397,0
1.411268761951734,0.39580353343740904,-0.04258865476799905,1.0185814430660685,0.966486481847636,0
-0.6401034467307074,0.38193545223155334,-0.014591453353584203,-0.688059504676268,-0.7946011558763555,0
1.0839615110629974,0.38115838488277776,0.002686819506864026,1.0183467902760612,1.1142237140199671,1
-0.36212830134570384,1.7117084801423437,0.17318649134826536,0.8204086643003146,1.456669169397063,0
